% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=918622, Thu May  2 20:17:43 2019, <python>{}</python>
1 7 0.2783176200834846 1.0000333338888951 42.74083051234745 4.2740830512347451e+01 68.73087006524347 105.12366508562168   
2 14 0.39445027601621513 1.2012130611271081 42.74083051234745 4.6305223744539013e+01 79.68012780802425 100.31124978172187   
3 21 0.3424793622981321 1.1069698872965676 26.14134150329174 2.6141341503291741e+01 45.77821828471785 76.5423416524127   
4 28 0.29432501615336876 1.5748608578277892 18.700520637276018 1.8700520637276018e+01 52.27441954017468 89.4986440151275   
5 35 0.22713986953662715 1.7837027579462306 18.700520637276018 2.0813294003481964e+01 45.154817061480166 77.59741691424895   
6 42 0.2529937134454999 1.7023787273567763 18.30848106770896 1.8308481067708961e+01 30.281397023360267 107.2767050351452   
7 49 0.28569586918418677 1.7259047521294377 18.30848106770896 2.9186564045939061e+01 33.36110715175189 40.43662475398121   
8 56 0.26118339609620594 1.7614992367585849 18.30848106770896 1.8750165761127636e+01 41.595013355632965 68.7483500187476   
9 63 0.22870147003639113 2.015942426581579 13.940883266282533 1.3940883266282533e+01 24.09734447372579 51.435216019794254   
10 70 0.22631064199944015 2.2771685275799713 13.940883266282533 2.1452519819845350e+01 31.18774448770585 40.952056880025935   
11 77 0.21840118915465997 2.585642733817653 12.26598841568186 1.2265988415681861e+01 25.75377446552729 39.51205511165793   
12 84 0.19497049514570985 2.6958993560489084 12.26598841568186 1.3333048400524095e+01 26.324911936251603 32.71745429330244   
13 91 0.2001376440792818 2.7087082472197244 10.300612391951114 1.0300612391951114e+01 20.728917306768558 28.909672918352214   
14 98 0.20646064294574343 3.2625376621614706 8.219126365711507 8.2191263657115066e+00 20.888551952220435 33.21112932011185   
15 105 0.1769598899242963 3.085602081125659 7.061812050749797 7.0618120507497970e+00 12.97917269466604 31.413101049210898   
16 112 0.15520585019850702 3.4414710257627865 7.061812050749797 1.0311349739925879e+01 26.763194015554426 77.40927779656006   
17 119 0.13185124829114528 3.0675016839978304 7.061812050749797 8.8397497757340968e+00 13.563455246552687 32.85434551185807   
18 126 0.14387849257224916 3.5172643184867725 7.061812050749797 1.1966000499680515e+01 17.29978103592305 35.73778652798812   
